Zeit;Kanal A
(ms);(V)

0,06451200;1,35839100
0,06501600;1,35839100
0,06552000;1,35839100
0,06602400;1,35839100
0,06652800;1,35839100
0,06703200;1,35839100
0,06753600;1,35839100
0,06804000;1,35839100
0,06854400;1,35839100
0,06904800;1,35839100
0,06955200;1,37721500
0,07005600;1,37721500
0,07056000;1,35839100
0,07106400;1,35839100
0,07156800;1,35839100
0,07207200;1,35839100
0,07257600;1,35839100
0,07308000;1,35839100
0,07358400;1,35839100
0,07408800;1,35839100
0,07459200;1,35839100
0,07509600;1,35839100
0,07560000;1,37721500
0,07610400;1,35839100
0,07660800;1,35839100
0,07711200;1,35839100
0,07761600;1,35839100
0,07812000;1,37721500
0,07862400;1,35839100
0,07912800;1,35839100
0,07963200;1,35839100
0,08013600;1,35839100
0,08064000;1,37721500
0,08114400;1,35839100
0,08164800;1,35839100
0,08215200;1,35839100
0,08265600;1,35839100
0,08316000;1,35839100
0,08366400;1,35839100
0,08416800;1,35839100
0,08467200;1,35839100
0,08517600;1,37721500
0,08568000;1,35839100
0,08618400;1,35839100
0,08668800;1,35839100
0,08719200;1,35839100
0,08769600;1,35839100
0,08820000;1,35839100
0,08870400;1,35839100
0,08920800;1,35839100
0,08971200;1,35839100
0,09021600;1,35839100
0,09072000;1,37721500
0,09122400;1,35839100
0,09172800;1,37721500
0,09223200;1,37721500
0,09273600;1,35839100
0,09324000;1,35839100
0,09374400;1,35839100
0,09424800;1,35839100
0,09475200;1,35839100
0,09525600;1,35839100
0,09576000;1,35839100
0,09626400;1,35839100
0,09676800;1,35839100
0,09727200;1,35839100
0,09777600;1,35839100
0,09828000;1,35839100
0,09878400;1,35839100
0,09928800;1,35839100
0,09979200;1,35839100
0,10029600;1,37721500
0,10080000;1,35839100
0,10130400;1,35839100
0,10180800;1,35839100
0,10231200;1,35839100
0,10281600;1,35839100
0,10332000;1,35839100
0,10382400;1,35839100
0,10432800;1,37721500
0,10483200;1,35839100
0,10533600;1,35839100
0,10584000;1,35839100
0,10634400;1,35839100
0,10684800;1,35839100
0,10735200;1,37721500
0,10785600;1,35839100
0,10836000;1,35839100
0,10886400;1,35839100
0,10936800;1,35839100
0,10987200;1,35839100
0,11037600;1,35839100
0,11088000;1,35839100
0,11138400;1,35839100
0,11188800;1,35839100
0,11239200;1,35839100
0,11289600;1,35839100
0,11340000;1,35839100
0,11390400;1,35839100
0,11440800;1,35839100
0,11491200;1,35839100
0,11541600;1,35839100
0,11592000;1,35839100
0,11642400;1,37721500
0,11692800;1,35839100
0,11743200;1,35839100
0,11793600;1,35839100
0,11844000;1,37721500
0,11894400;1,35839100
0,11944800;1,35839100
0,11995200;1,35839100
0,12045600;1,35839100
0,12096000;1,35839100
0,12146400;1,35839100
0,12196800;1,35839100
0,12247200;1,37721500
0,12297600;1,35839100
0,12348000;1,35839100
0,12398400;1,35839100
0,12448800;1,35839100
0,12499200;1,37721500
0,12549600;1,35839100
0,12600000;1,35839100
0,12650400;1,35839100
0,12700800;1,35839100
0,12751200;1,35839100
0,12801600;1,35839100
0,12852000;1,35839100
0,12902400;1,35839100
0,12952800;1,35839100
0,13003200;1,35839100
0,13053600;1,35839100
0,13104000;1,35839100
0,13154400;1,35839100
0,13204800;1,35839100
0,13255200;1,35839100
0,13305600;1,35839100
0,13356000;1,35839100
0,13406400;1,35839100
0,13456800;1,35839100
0,13507200;1,35839100
0,13557600;1,35839100
0,13608000;1,35839100
0,13658400;1,37721500
0,13708800;1,35839100
0,13759200;1,35839100
0,13809600;1,35839100
0,13860000;1,35839100
0,13910400;1,35839100
0,13960800;1,35839100
0,14011200;1,35839100
0,14061600;1,35839100
0,14112000;1,35839100
0,14162400;1,35839100
0,14212800;1,35839100
0,14263200;1,35839100
0,14313600;1,35839100
0,14364000;1,35839100
0,14414400;1,35839100
0,14464800;1,35839100
0,14515200;1,35839100
0,14565600;1,35839100
0,14616000;1,35839100
0,14666400;1,35839100
0,14716800;1,35839100
0,14767200;1,35839100
0,14817600;1,35839100
0,14868000;1,35839100
0,14918400;1,35839100
0,14968800;1,37721500
0,15019200;1,35839100
0,15069600;1,35839100
0,15120000;1,35839100
0,15170400;1,35839100
0,15220800;1,35839100
0,15271200;1,35839100
0,15321600;1,35839100
0,15372000;1,35839100
0,15422400;1,35839100
0,15472800;1,35839100
0,15523200;1,35839100
0,15573600;1,35839100
0,15624000;1,35839100
0,15674400;1,35839100
0,15724800;1,35839100
0,15775200;1,35839100
0,15825600;1,37721500
0,15876000;1,35839100
0,15926400;1,35839100
0,15976800;1,35839100
0,16027200;1,35839100
0,16077600;1,35839100
0,16128000;1,35839100
0,16178400;1,35839100
0,16228800;1,37721500
0,16279200;1,37721500
0,16329600;1,35839100
0,16380000;1,37721500
0,16430400;1,35839100
0,16480800;1,35839100
0,16531200;1,35839100
0,16581600;1,35839100
0,16632000;1,35839100
0,16682400;1,35839100
0,16732800;1,35839100
0,16783200;1,35839100
0,16833600;1,35839100
0,16884000;1,35839100
0,16934400;1,35839100
0,16984800;1,35839100
0,17035200;1,35839100
0,17085600;1,35839100
0,17136000;1,35839100
0,17186400;1,35839100
0,17236800;1,35839100
0,17287200;1,35839100
0,17337600;1,37721500
0,17388000;1,35839100
0,17438400;1,35839100
0,17488800;1,35839100
0,17539200;1,35839100
0,17589600;1,35839100
0,17640000;1,35839100
0,17690400;1,35839100
0,17740800;1,35839100
0,17791200;1,35839100
0,17841600;1,35839100
0,17892000;1,35839100
0,17942400;1,37721500
0,17992800;1,35839100
0,18043200;1,35839100
0,18093600;1,35839100
0,18144000;1,37721500
0,18194400;1,35839100
0,18244800;1,35839100
0,18295200;1,37721500
0,18345600;1,35839100
0,18396000;1,35839100
0,18446400;1,35839100
0,18496800;1,35839100
0,18547200;1,35839100
0,18597600;1,35839100
0,18648000;1,35839100
0,18698400;1,35839100
0,18748800;1,35839100
0,18799200;1,35839100
0,18849600;1,35839100
0,18900000;1,35839100
0,18950400;1,35839100
0,19000801;1,35839100
0,19051201;1,37721500
0,19101601;1,35839100
0,19152001;1,35839100
0,19202401;1,35839100
0,19252801;1,35839100
0,19303201;1,35839100
0,19353601;1,35839100
0,19404001;1,35839100
0,19454401;1,35839100
0,19504801;1,35839100
0,19555201;1,35839100
0,19605601;1,35839100
0,19656001;1,37721500
0,19706401;1,35839100
0,19756801;1,35839100
0,19807201;1,35839100
0,19857601;1,35839100
0,19908001;1,35839100
0,19958401;1,35839100
0,20008801;1,35839100
0,20059201;1,35839100
0,20109601;1,35839100
0,20160001;1,35839100
0,20210401;1,35839100
0,20260801;1,35839100
0,20311201;1,35839100
0,20361601;1,35839100
0,20412001;1,35839100
0,20462401;1,35839100
0,20512801;1,35839100
0,20563201;1,35839100
0,20613601;1,35839100
0,20664001;1,35839100
0,20714401;1,35839100
0,20764801;1,37721500
0,20815201;1,35839100
0,20865601;1,35839100
0,20916001;1,35839100
0,20966401;1,35839100
0,21016801;1,35839100
0,21067201;1,35839100
0,21117601;1,37721500
0,21168001;1,35839100
0,21218401;1,35839100
0,21268801;1,37721500
0,21319201;1,37721500
0,21369601;1,35839100
0,21420001;1,35839100
0,21470401;1,37721500
0,21520801;1,35839100
0,21571201;1,35839100
0,21621601;1,35839100
0,21672001;1,37721500
0,21722401;1,37721500
0,21772801;1,35839100
0,21823201;1,35839100
0,21873601;1,37721500
0,21924001;1,35839100
0,21974401;1,37721500
0,22024801;1,35839100
0,22075201;1,35839100
0,22125601;1,37721500
0,22176001;1,35839100
0,22226401;1,35839100
0,22276801;1,35839100
0,22327201;1,37721500
0,22377601;1,35839100
0,22428001;1,35839100
0,22478401;1,35839100
0,22528801;1,35839100
0,22579201;1,35839100
0,22629601;1,35839100
0,22680001;1,35839100
0,22730401;1,35839100
0,22780801;1,35839100
0,22831201;1,35839100
0,22881601;1,35839100
0,22932001;1,35839100
0,22982401;1,35839100
0,23032801;1,35839100
0,23083201;1,35839100
0,23133601;1,35839100
0,23184001;1,35839100
0,23234401;1,37721500
0,23284801;1,35839100
0,23335201;1,35839100
0,23385601;1,35839100
0,23436001;1,35839100
0,23486401;1,35839100
0,23536801;1,35839100
0,23587201;1,35839100
0,23637601;1,35839100
0,23688001;1,35839100
0,23738401;1,37721500
0,23788801;1,35839100
0,23839201;1,35839100
0,23889601;1,35839100
0,23940001;1,35839100
0,23990401;1,35839100
0,24040801;1,35839100
0,24091201;1,35839100
0,24141601;1,35839100
0,24192001;1,35839100
0,24242401;1,35839100
0,24292801;1,35839100
0,24343201;1,35839100
0,24393601;1,35839100
0,24444001;1,35839100
0,24494401;1,35839100
0,24544801;1,35839100
0,24595201;1,37721500
0,24645601;1,35839100
0,24696001;1,35839100
0,24746401;1,35839100
0,24796801;1,35839100
0,24847201;1,35839100
0,24897601;1,35839100
0,24948001;1,35839100
0,24998401;1,35839100
0,25048801;1,35839100
0,25099201;1,35839100
0,25149601;1,35839100
0,25200001;1,35839100
0,25250401;1,35839100
0,25300801;1,35839100
0,25351201;1,35839100
0,25401601;1,35839100
0,25452001;1,35839100
0,25502401;1,35839100
0,25552801;1,37721500
0,25603201;1,35839100
0,25653601;1,35839100
0,25704001;1,35839100
0,25754401;1,35839100
0,25804801;1,35839100
0,25855201;1,35839100
0,25905601;1,35839100
0,25956001;1,35839100
0,26006401;1,37721500
0,26056801;1,35839100
0,26107201;1,35839100
0,26157601;1,35839100
0,26208001;1,35839100
0,26258401;1,35839100
0,26308801;1,35839100
0,26359201;1,35839100
0,26409601;1,37721500
0,26460001;1,35839100
0,26510401;1,35839100
0,26560801;1,35839100
0,26611201;1,35839100
0,26661601;1,35839100
0,26712001;1,35839100
0,26762401;1,35839100
0,26812801;1,35839100
0,26863201;1,35839100
0,26913601;1,35839100
0,26964001;1,35839100
0,27014401;1,35839100
0,27064801;1,35839100
0,27115201;1,35839100
0,27165601;1,35839100
0,27216001;1,35839100
0,27266401;1,35839100
0,27316801;1,35839100
0,27367201;1,35839100
0,27417601;1,35839100
0,27468001;1,35839100
0,27518401;1,35839100
0,27568801;1,35839100
0,27619201;1,37721500
0,27669601;1,35839100
0,27720001;1,35839100
0,27770401;1,35839100
0,27820801;1,37721500
0,27871201;1,37721500
0,27921601;1,35839100
0,27972001;1,35839100
0,28022401;1,35839100
0,28072801;1,35839100
0,28123201;1,35839100
0,28173601;1,35839100
0,28224001;1,37721500
0,28274401;1,35839100
0,28324801;1,35839100
0,28375201;1,35839100
0,28425601;1,35839100
0,28476001;1,35839100
0,28526401;1,35839100
0,28576801;1,35839100
0,28627201;1,35839100
0,28677601;1,35839100
0,28728001;1,35839100
0,28778401;1,35839100
0,28828801;1,35839100
0,28879201;1,37721500
0,28929601;1,35839100
0,28980001;1,35839100
0,29030401;1,37721500
0,29080801;1,35839100
0,29131201;1,35839100
0,29181601;1,35839100
0,29232001;1,35839100
0,29282401;1,35839100
0,29332801;1,35839100
0,29383201;1,35839100
0,29433601;1,35839100
0,29484001;1,37721500
0,29534401;1,35839100
0,29584801;1,35839100
0,29635201;1,35839100
0,29685601;1,35839100
0,29736001;1,35839100
0,29786401;1,35839100
0,29836801;1,35839100
0,29887201;1,35839100
0,29937601;1,35839100
0,29988001;1,35839100
0,30038401;1,37721500
0,30088801;1,35839100
0,30139201;1,35839100
0,30189601;1,37721500
0,30240001;1,35839100
0,30290401;1,35839100
0,30340801;1,35839100
0,30391201;1,35839100
0,30441601;1,35839100
0,30492001;1,35839100
0,30542401;1,35839100
0,30592801;1,35839100
0,30643201;1,35839100
0,30693601;1,37721500
0,30744001;1,37721500
0,30794401;1,37721500
0,30844801;1,35839100
0,30895201;1,35839100
0,30945601;1,37721500
0,30996001;1,35839100
0,31046401;1,35839100
0,31096801;1,35839100
0,31147201;1,35839100
0,31197601;1,35839100
0,31248001;1,37721500
0,31298401;1,35839100
0,31348801;1,35839100
0,31399201;1,35839100
0,31449601;1,35839100
0,31500001;1,37721500
0,31550401;1,37721500
0,31600801;1,35839100
0,31651201;1,35839100
0,31701601;1,35839100
0,31752001;1,35839100
0,31802401;1,35839100
0,31852801;1,37721500
0,31903201;1,35839100
0,31953601;1,35839100
0,32004001;1,35839100
0,32054401;1,37721500
0,32104801;1,37721500
0,32155201;1,35839100
0,32205601;1,35839100
0,32256001;1,35839100
0,32306401;1,37721500
0,32356801;1,35839100
0,32407201;1,35839100
0,32457601;1,35839100
0,32508001;1,35839100
0,32558401;1,37721500
0,32608801;1,35839100
0,32659201;1,35839100
0,32709601;1,37721500
0,32760001;1,35839100
0,32810401;1,35839100
0,32860801;1,35839100
0,32911201;1,35839100
0,32961601;1,37721500
0,33012001;1,35839100
0,33062401;1,37721500
0,33112801;1,35839100
0,33163201;1,35839100
0,33213601;1,35839100
0,33264001;1,35839100
0,33314401;1,37721500
0,33364801;1,35839100
0,33415201;1,35839100
0,33465601;1,35839100
0,33516001;1,35839100
0,33566401;1,35839100
0,33616801;1,35839100
0,33667201;1,35839100
0,33717601;1,35839100
0,33768001;1,35839100
0,33818401;1,37721500
0,33868801;1,35839100
0,33919201;1,35839100
0,33969601;1,35839100
0,34020001;1,35839100
0,34070401;1,37721500
0,34120801;1,37721500
0,34171201;1,35839100
0,34221601;1,35839100
0,34272001;1,35839100
0,34322401;1,35839100
0,34372801;1,35839100
0,34423201;1,35839100
0,34473601;1,35839100
0,34524001;1,35839100
0,34574401;1,35839100
0,34624801;1,35839100
0,34675201;1,35839100
0,34725601;1,35839100
0,34776001;1,35839100
0,34826401;1,35839100
0,34876801;1,35839100
0,34927201;1,35839100
0,34977601;1,37721500
0,35028001;1,37721500
0,35078401;1,35839100
0,35128801;1,37721500
0,35179201;1,35839100
0,35229601;1,35839100
0,35280001;1,35839100
0,35330401;1,35839100
0,35380801;1,35839100
0,35431201;1,35839100
0,35481601;1,35839100
0,35532001;1,35839100
0,35582401;1,35839100
0,35632801;1,35839100
0,35683201;1,37721500
0,35733601;1,35839100
0,35784001;1,35839100
0,35834401;1,35839100
0,35884801;1,37721500
0,35935201;1,35839100
0,35985601;1,35839100
0,36036001;1,35839100
0,36086401;1,35839100
0,36136801;1,35839100
0,36187201;1,35839100
0,36237601;1,35839100
0,36288001;1,37721500
0,36338401;1,35839100
0,36388801;1,35839100
0,36439201;1,35839100
0,36489601;1,35839100
0,36540001;1,35839100
0,36590401;1,35839100
0,36640801;1,35839100
0,36691201;1,35839100
0,36741601;1,35839100
0,36792001;1,37721500
0,36842401;1,35839100
0,36892801;1,35839100
0,36943201;1,35839100
0,36993601;1,35839100
0,37044001;1,35839100
0,37094401;1,37721500
0,37144801;1,37721500
0,37195201;1,35839100
0,37245601;1,35839100
0,37296001;1,37721500
0,37346401;1,35839100
0,37396801;1,35839100
0,37447201;1,35839100
0,37497601;1,35839100
0,37548001;1,35839100
0,37598401;1,35839100
0,37648801;1,35839100
0,37699201;1,37721500
0,37749601;1,35839100
0,37800001;1,35839100
0,37850401;1,35839100
0,37900801;1,35839100
0,37951201;1,35839100
0,38001601;1,37721500
0,38052001;1,35839100
0,38102401;1,37721500
0,38152801;1,35839100
0,38203201;1,35839100
0,38253601;1,35839100
0,38304001;1,35839100
0,38354401;1,37721500
0,38404801;1,35839100
0,38455201;1,35839100
0,38505601;1,35839100
0,38556001;1,35839100
0,38606401;1,35839100
0,38656801;1,35839100
0,38707201;1,37721500
0,38757601;1,37721500
0,38808001;1,35839100
0,38858401;1,35839100
0,38908801;1,35839100
0,38959201;1,35839100
0,39009601;1,37721500
0,39060001;1,35839100
0,39110401;1,35839100
0,39160801;1,35839100
0,39211201;1,35839100
0,39261601;1,35839100
0,39312001;1,37721500
0,39362401;1,35839100
0,39412801;1,35839100
0,39463201;1,37721500
0,39513601;1,35839100
0,39564001;1,35839100
0,39614401;1,35839100
0,39664801;1,37721500
0,39715201;1,35839100
0,39765601;1,35839100
0,39816001;1,35839100
0,39866401;1,37721500
0,39916801;1,35839100
0,39967201;1,35839100
0,40017601;1,35839100
0,40068001;1,35839100
0,40118401;1,35839100
0,40168801;1,35839100
0,40219201;1,37721500
0,40269601;1,35839100
0,40320001;1,35839100
0,40370401;1,37721500
0,40420801;1,37721500
0,40471201;1,35839100
0,40521601;1,35839100
0,40572001;1,37721500
0,40622401;1,35839100
0,40672801;1,35839100
0,40723201;1,35839100
0,40773601;1,35839100
0,40824001;1,35839100
0,40874401;1,35839100
0,40924801;1,35839100
0,40975201;1,37721500
0,41025601;1,35839100
0,41076001;1,35839100
0,41126401;1,35839100
0,41176801;1,35839100
0,41227201;1,35839100
0,41277601;1,35839100
0,41328001;1,35839100
0,41378401;1,37721500
0,41428801;1,35839100
0,41479201;1,35839100
0,41529601;1,35839100
0,41580001;1,35839100
0,41630401;1,35839100
0,41680801;1,35839100
0,41731201;1,37721500
0,41781601;1,37721500
0,41832001;1,35839100
0,41882401;1,37721500
0,41932801;1,37721500
0,41983201;1,35839100
0,42033601;1,35839100
0,42084001;1,35839100
0,42134401;1,35839100
0,42184801;1,37721500
0,42235201;1,35839100
0,42285601;1,35839100
0,42336001;1,35839100
0,42386401;1,37721500
0,42436801;1,37721500
0,42487201;1,35839100
0,42537601;1,35839100
0,42588001;1,35839100
0,42638401;1,37721500
0,42688801;1,37721500
0,42739201;1,35839100
0,42789601;1,35839100
0,42840001;1,35839100
0,42890401;1,35839100
0,42940801;1,35839100
0,42991201;1,35839100
0,43041601;1,35839100
0,43092001;1,35839100
0,43142401;1,35839100
0,43192801;1,35839100
0,43243201;1,37721500
0,43293601;1,37721500
0,43344001;1,35839100
0,43394401;1,35839100
0,43444801;1,35839100
0,43495201;1,35839100
0,43545601;1,35839100
0,43596001;1,35839100
0,43646401;1,35839100
0,43696801;1,35839100
0,43747201;1,35839100
0,43797601;1,35839100
0,43848001;1,35839100
0,43898401;1,35839100
0,43948801;1,35839100
0,43999201;1,37721500
0,44049601;1,35839100
0,44100001;1,35839100
0,44150401;1,35839100
0,44200801;1,35839100
0,44251201;1,35839100
0,44301601;1,35839100
0,44352001;1,37721500
0,44402401;1,35839100
0,44452801;1,35839100
0,44503201;1,35839100
0,44553601;1,35839100
0,44604001;1,35839100
0,44654401;1,35839100
0,44704801;1,35839100
0,44755201;1,35839100
0,44805601;1,35839100
0,44856001;1,35839100
0,44906401;1,35839100
0,44956801;1,35839100
0,45007201;1,35839100
0,45057601;1,35839100
0,45108001;1,35839100
0,45158401;1,37721500
0,45208801;1,35839100
0,45259201;1,35839100
0,45309601;1,35839100
0,45360001;1,37721500
0,45410401;1,37721500
0,45460801;1,35839100
0,45511201;1,37721500
0,45561601;1,35839100
0,45612001;1,35839100
0,45662401;1,35839100
0,45712801;1,37721500
0,45763201;1,37721500
0,45813601;1,35839100
0,45864001;1,35839100
0,45914401;1,35839100
0,45964801;1,35839100
0,46015201;1,35839100
0,46065601;1,35839100
0,46116001;1,35839100
0,46166401;1,35839100
0,46216801;1,37721500
0,46267201;1,35839100
0,46317601;1,35839100
0,46368001;1,35839100
0,46418401;1,35839100
0,46468801;1,35839100
0,46519201;1,37721500
0,46569601;1,37721500
0,46620001;1,35839100
0,46670401;1,35839100
0,46720801;1,35839100
0,46771201;1,35839100
0,46821601;1,35839100
0,46872001;1,35839100
0,46922401;1,35839100
0,46972801;1,35839100
0,47023201;1,35839100
0,47073601;1,35839100
0,47124001;1,35839100
0,47174401;1,35839100
0,47224801;1,35839100
0,47275201;1,35839100
0,47325601;1,35839100
0,47376001;1,35839100
0,47426401;1,35839100
0,47476801;1,35839100
0,47527201;1,37721500
0,47577601;1,35839100
0,47628001;1,35839100
0,47678401;1,35839100
0,47728801;1,35839100
0,47779201;1,35839100
0,47829601;1,35839100
0,47880001;1,37721500
0,47930401;1,37721500
0,47980801;1,35839100
0,48031201;1,35839100
0,48081601;1,35839100
0,48132001;1,35839100
0,48182401;1,35839100
0,48232801;1,35839100
0,48283201;1,35839100
0,48333601;1,39610000
0,48384001;1,37721500
0,48434401;1,35839100
0,48484801;1,35839100
0,48535201;1,35839100
0,48585601;1,37721500
0,48636001;1,37721500
0,48686401;1,37721500
0,48736801;1,35839100
0,48787201;1,35839100
0,48837601;1,37721500
0,48888001;1,37721500
0,48938401;1,37721500
0,48988801;1,37721500
0,49039201;1,35839100
0,49089601;1,37721500
0,49140001;1,37721500
0,49190401;1,37721500
0,49240801;1,35839100
0,49291201;1,37721500
0,49341601;1,37721500
0,49392001;1,37721500
0,49442401;1,35839100
0,49492801;1,35839100
0,49543201;1,37721500
0,49593601;1,35839100
0,49644001;1,35839100
0,49694401;1,37721500
0,49744801;1,37721500
0,49795201;1,37721500
0,49845601;1,35839100
0,49896001;1,35839100
0,49946401;1,37721500
0,49996801;1,37721500
0,50047201;1,37721500
0,50097601;1,37721500
0,50148001;1,35839100
0,50198401;1,37721500
0,50248801;1,35839100
0,50299201;1,37721500
0,50349601;1,35839100
0,50400001;1,37721500
0,50450401;1,37721500
0,50500801;1,37721500
0,50551201;1,37721500
0,50601601;1,37721500
0,50652001;1,37721500
0,50702401;1,37721500
0,50752801;1,37721500
0,50803201;1,35839100
0,50853601;1,35839100
0,50904001;1,37721500
0,50954401;1,37721500
0,51004801;1,37721500
0,51055201;1,37721500
0,51105601;1,35839100
0,51156001;1,37721500
0,51206401;1,37721500
0,51256801;1,37721500
0,51307201;1,37721500
0,51357601;1,35839100
0,51408001;1,35839100
0,51458401;1,37721500
0,51508801;1,37721500
0,51559201;1,35839100
0,51609601;1,37721500
0,51660001;1,37721500
0,51710401;1,35839100
0,51760801;1,37721500
0,51811201;1,37721500
0,51861601;1,37721500
0,51912001;1,37721500
0,51962401;1,35839100
0,52012801;1,37721500
0,52063201;1,37721500
0,52113601;1,37721500
0,52164001;1,37721500
0,52214401;1,37721500
0,52264801;1,37721500
0,52315201;1,37721500
0,52365601;1,35839100
0,52416001;1,37721500
0,52466401;1,37721500
0,52516801;1,37721500
0,52567201;1,37721500
0,52617601;1,37721500
0,52668001;1,37721500
0,52718401;1,37721500
0,52768801;1,37721500
0,52819201;1,37721500
0,52869601;1,37721500
0,52920001;1,37721500
0,52970401;1,35839100
0,53020801;1,35839100
0,53071201;1,35839100
0,53121601;1,37721500
0,53172001;1,37721500
0,53222401;1,37721500
0,53272801;1,35839100
0,53323201;1,37721500
0,53373601;1,37721500
0,53424001;1,37721500
0,53474401;1,35839100
0,53524801;1,37721500
0,53575201;1,37721500
0,53625601;1,37721500
0,53676001;1,35839100
0,53726401;1,35839100
0,53776801;1,37721500
0,53827201;1,35839100
0,53877601;1,35839100
0,53928001;1,37721500
0,53978401;1,37721500
0,54028801;1,37721500
0,54079201;1,37721500
0,54129601;1,37721500
0,54180001;1,35839100
0,54230401;1,37721500
0,54280801;1,37721500
0,54331201;1,37721500
0,54381601;1,37721500
0,54432001;1,35839100
0,54482401;1,37721500
0,54532801;1,35839100
0,54583201;1,35839100
0,54633601;1,37721500
0,54684001;1,37721500
0,54734401;1,37721500
0,54784801;1,37721500
0,54835201;1,37721500
0,54885601;1,37721500
0,54936001;1,37721500
0,54986401;1,37721500
0,55036801;1,37721500
0,55087201;1,37721500
0,55137601;1,37721500
0,55188001;1,37721500
0,55238401;1,37721500
0,55288801;1,35839100
0,55339201;1,37721500
0,55389601;1,37721500
0,55440001;1,37721500
0,55490401;1,37721500
0,55540801;1,37721500
0,55591201;1,37721500
0,55641601;1,37721500
0,55692001;1,37721500
0,55742401;1,37721500
0,55792801;1,37721500
0,55843201;1,37721500
0,55893601;1,37721500
0,55944001;1,35839100
0,55994401;1,37721500
0,56044801;1,37721500
0,56095201;1,35839100
0,56145601;1,37721500
0,56196001;1,37721500
0,56246401;1,37721500
0,56296801;1,37721500
0,56347201;1,37721500
0,56397601;1,35839100
0,56448001;1,37721500
0,56498401;1,37721500
0,56548801;1,37721500
0,56599201;1,37721500
0,56649601;1,37721500
0,56700001;1,37721500
0,56750401;1,35839100
0,56800801;1,37721500
0,56851201;1,37721500
0,56901601;1,37721500
0,56952002;1,37721500
0,57002402;1,37721500
0,57052802;1,37721500
0,57103202;1,37721500
0,57153602;1,37721500
0,57204002;1,37721500
0,57254402;1,37721500
0,57304802;1,37721500
0,57355202;1,37721500
0,57405602;1,35839100
0,57456002;1,39610000
0,57506402;1,37721500
0,57556802;1,37721500
0,57607202;1,37721500
0,57657602;1,37721500
0,57708002;1,37721500
0,57758402;1,37721500
0,57808802;1,37721500
0,57859202;1,37721500
0,57909602;1,37721500
0,57960002;1,37721500
0,58010402;1,37721500
0,58060802;1,37721500
0,58111202;1,37721500
0,58161602;1,35839100
0,58212002;1,35839100
0,58262402;1,35839100
0,58312802;1,37721500
0,58363202;1,37721500
0,58413602;1,37721500
0,58464002;1,37721500
0,58514402;1,37721500
0,58564802;1,37721500
